# Generalized Lomb-Scargle periodogram
# Parameters:
#    ofac     : 10
#    norm     : ZK
# 1) Frequency, 2) Amps
3.621953  0.000014
3.623256  0.000016
3.624558  0.000018
3.625861  0.000020
3.627164  0.000022
3.628467  0.000023
3.629770  0.000023
3.631073  0.000023
3.632376  0.000023
3.633678  0.000021
3.634981  0.000020
3.636284  0.000018
3.637587  0.000016
3.638890  0.000014
3.640193  0.000011
3.641496  0.000008
3.642798  0.000006
3.644101  0.000003
3.645404  0.000001
3.646707  0.000003
3.648010  0.000005
3.649313  0.000007
3.650616  0.000008
3.651918  0.000009
3.653221  0.000009
3.654524  0.000009
3.655827  0.000007
3.657130  0.000005
3.658433  0.000003
3.659736  0.000001
3.661039  0.000004
3.662341  0.000007
3.663644  0.000010
3.664947  0.000013
3.666250  0.000015
3.667553  0.000017
3.668856  0.000017
3.670159  0.000017
3.671461  0.000016
3.672764  0.000014
3.674067  0.000012
3.675370  0.000009
3.676673  0.000007
3.677976  0.000005
3.679279  0.000004
3.680581  0.000005
3.681884  0.000006
3.683187  0.000006
3.684490  0.000006
3.685793  0.000005
3.687096  0.000005
3.688399  0.000006
3.689701  0.000009
3.691004  0.000013
3.692307  0.000018
3.693610  0.000022
3.694913  0.000027
3.696216  0.000031
3.697519  0.000033
3.698821  0.000035
3.700124  0.000036
3.701427  0.000035
3.702730  0.000033
3.704033  0.000031
3.705336  0.000027
3.706639  0.000022
3.707941  0.000018
3.709244  0.000014
3.710547  0.000010
3.711850  0.000010
3.713153  0.000011
3.714456  0.000013
3.715759  0.000016
3.717062  0.000017
3.718364  0.000018
3.719667  0.000018
3.720970  0.000017
3.722273  0.000016
3.723576  0.000014
3.724879  0.000011
3.726182  0.000008
3.727484  0.000005
3.728787  0.000001
3.730090  0.000002
3.731393  0.000005
3.732696  0.000009
3.733999  0.000011
3.735302  0.000013
3.736604  0.000015
3.737907  0.000016
3.739210  0.000017
3.740513  0.000017
3.741816  0.000016
3.743119  0.000015
3.744422  0.000013
3.745724  0.000011
3.747027  0.000009
3.748330  0.000007
3.749633  0.000005
3.750936  0.000004
3.752239  0.000003
3.753542  0.000002
3.754844  0.000003
3.756147  0.000003
3.757450  0.000005
3.758753  0.000007
3.760056  0.000009
3.761359  0.000012
3.762662  0.000015
3.763964  0.000018
3.765267  0.000020
3.766570  0.000022
3.767873  0.000023
3.769176  0.000024
3.770479  0.000024
3.771782  0.000023
3.773085  0.000021
3.774387  0.000019
3.775690  0.000016
3.776993  0.000013
3.778296  0.000011
3.779599  0.000008
3.780902  0.000006
3.782205  0.000004
3.783507  0.000003
3.784810  0.000004
3.786113  0.000005
3.787416  0.000007
3.788719  0.000009
3.790022  0.000011
3.791325  0.000013
3.792627  0.000015
3.793930  0.000016
3.795233  0.000017
3.796536  0.000017
3.797839  0.000016
3.799142  0.000015
3.800445  0.000013
3.801747  0.000010
3.803050  0.000007
3.804353  0.000004
3.805656  0.000001
3.806959  0.000004
3.808262  0.000007
3.809565  0.000009
3.810867  0.000011
3.812170  0.000012
3.813473  0.000012
3.814776  0.000011
3.816079  0.000009
3.817382  0.000007
3.818685  0.000005
3.819988  0.000003
3.821290  0.000004
3.822593  0.000007
3.823896  0.000009
3.825199  0.000012
3.826502  0.000013
3.827805  0.000014
3.829108  0.000015
3.830410  0.000014
3.831713  0.000013
3.833016  0.000011
3.834319  0.000009
3.835622  0.000007
3.836925  0.000004
3.838228  0.000002
3.839530  0.000001
3.840833  0.000003
3.842136  0.000005
3.843439  0.000006
3.844742  0.000006
3.846045  0.000007
3.847348  0.000007
3.848650  0.000007
3.849953  0.000007
3.851256  0.000007
3.852559  0.000007
3.853862  0.000006
3.855165  0.000006
3.856468  0.000005
3.857770  0.000003
3.859073  0.000001
3.860376  0.000002
3.861679  0.000005
3.862982  0.000008
3.864285  0.000011
3.865588  0.000014
3.866890  0.000016
3.868193  0.000018
3.869496  0.000019
3.870799  0.000019
3.872102  0.000018
3.873405  0.000017
3.874708  0.000014
3.876011  0.000011
3.877313  0.000008
3.878616  0.000007
3.879919  0.000009
3.881222  0.000013
3.882525  0.000017
3.883828  0.000021
3.885131  0.000023
3.886433  0.000025
3.887736  0.000026
3.889039  0.000025
3.890342  0.000024
3.891645  0.000021
3.892948  0.000018
3.894251  0.000014
3.895553  0.000010
3.896856  0.000006
3.898159  0.000004
3.899462  0.000006
3.900765  0.000008
3.902068  0.000010
3.903371  0.000012
3.904673  0.000012
3.905976  0.000013
3.907279  0.000012
3.908582  0.000011
3.909885  0.000010
3.911188  0.000009
3.912491  0.000008
3.913793  0.000007
3.915096  0.000007
3.916399  0.000007
3.917702  0.000006
3.919005  0.000006
3.920308  0.000006
3.921611  0.000005
3.922913  0.000005
3.924216  0.000004
3.925519  0.000004
3.926822  0.000004
3.928125  0.000004
3.929428  0.000005
3.930731  0.000006
3.932034  0.000007
3.933336  0.000008
3.934639  0.000009
3.935942  0.000011
3.937245  0.000011
3.938548  0.000012
3.939851  0.000012
3.941154  0.000012
3.942456  0.000011
3.943759  0.000010
3.945062  0.000009
3.946365  0.000008
3.947668  0.000006
3.948971  0.000005
3.950274  0.000004
3.951576  0.000003
3.952879  0.000002
3.954182  0.000002
3.955485  0.000002
3.956788  0.000003
3.958091  0.000004
3.959394  0.000006
3.960696  0.000007
3.961999  0.000009
3.963302  0.000010
3.964605  0.000011
3.965908  0.000011
3.967211  0.000011
3.968514  0.000009
3.969816  0.000007
3.971119  0.000005
3.972422  0.000002
3.973725  0.000002
3.975028  0.000005
3.976331  0.000008
3.977634  0.000011
3.978937  0.000014
3.980239  0.000015
3.981542  0.000016
3.982845  0.000016
3.984148  0.000015
3.985451  0.000014
3.986754  0.000012
3.988057  0.000009
3.989359  0.000006
3.990662  0.000005
3.991965  0.000005
3.993268  0.000007
3.994571  0.000009
3.995874  0.000011
3.997177  0.000012
3.998479  0.000013
3.999782  0.000014
